signal,prompt,response,n_words,words_correct,correctness,hearing_loss,word,word_count
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,birth,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,control,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,however,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,is,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,a,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,very,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,controversial,1
CEC1_E001_S08554_L0218,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,issue,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,birth,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,control,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,however,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,is,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,a,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,very,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,controversial,1
CEC1_E001_S08554_L0221,birth control however is a very controversial issue,birth control however is a very controversial issue,8,8,100.0,Moderate,issue,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,he,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,had,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,his,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,black,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,chest,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,out,1
CEC1_E001_S08555_L0202,he had his black chest out too,he had a black top on,7,3,42.857142857142854,Moderate,too,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,finally,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,allow,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,time,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,for,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,discussion,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,and,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,evaluation,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,of,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,the,1
CEC1_E001_S08558_L0227,finally allow time for discussion and evaluation of the visit,to get to,10,0,0.0,Moderate,visit,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,finally,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,allow,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,time,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,for,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,discussion,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,and,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,evaluation,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,of,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,the,1
CEC1_E001_S08558_L0241,finally allow time for discussion and evaluation of the visit,#,10,0,0.0,Moderate,visit,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,i,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,predict,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,that,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,the,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,car,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,will,1
CEC1_E001_S08561_L0208,i predict that the car will crash,i predict that the car will crash,7,7,100.0,Mild,crash,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,at,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,home,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,indoors,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,i,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,didn't,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,ask,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,my,1
CEC1_E001_S08564_L0212,at home indoors i didn't ask my mum,#,8,0,0.0,Moderate,mum,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,there,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,was,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,an,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,unkempt,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,look,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,about,1
CEC1_E001_S08566_L0218,there was an unkempt look about him,#,7,0,0.0,Moderate,him,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,only,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,i,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,remember,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,and,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,nothing,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,can,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,be,1
CEC1_E001_S08569_L0219,only i remember and nothing can be done,only i remember and nothing could be done,8,7,87.5,Moderate,done,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,he,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,couldn't,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,make,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,any,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,sense,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,of,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,it,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,at,1
CEC1_E001_S08574_L0212,he couldn't make any sense of it at all,#,9,0,0.0,Moderate,all,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,his,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,voice,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,strained,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,like,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,a,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,young,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,stallion,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,on,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,a,1
CEC1_E001_S08575_L0240,his voice strained like a young stallion on a halter,his voice changed like a young scallion on a hottie ,10,7,70.0,Mild,halter,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,stay,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,in,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,the,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,car,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,if,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,you,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,don't,1
CEC1_E001_S08576_L0229,stay in the car if you don't mind,apart,8,0,0.0,Moderate,mind,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,stay,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,in,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,the,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,car,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,if,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,you,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,don't,1
CEC1_E001_S08576_L0235,stay in the car if you don't mind,stay in the car if you don't mind,8,8,100.0,Mild,mind,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,get,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,out,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,of,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,my,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,way,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,at,1
CEC1_E001_S08578_L0224,get out of my way at once,#,7,0,0.0,Moderately severe,once,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,he,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,heard,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,them,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,whispering,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,by,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,the,1
CEC1_E001_S08579_L0219,he heard them whispering by the door,we heard,7,1,14.285714285714286,Moderate,door,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,outside,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,in,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,the,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,open,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,air,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,it,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,was,1
CEC1_E001_S08582_L0215,outside in the open air it was glorious,in the open air it was glorious,8,7,87.5,Moderate,glorious,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,my,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,first,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,call,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,was,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,met,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,with,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,polite,1
CEC1_E001_S08587_L0222,my first call was met with polite efficiency,our first,8,1,12.5,Moderate,efficiency,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,you,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,must,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,try,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,not,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,to,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,let,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,her,1
CEC1_E001_S08590_L0202,you must try not to let her worry,#,8,0,0.0,Moderate,worry,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,i,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,had,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,a,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,very,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,strong,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,reaction,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,to,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,the,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,first,1
CEC1_E001_S08592_L0243,i had a very strong reaction to the first episode,had a very strong reaction to the first episode ,10,9,90.0,Moderate,episode,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,so,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,then,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,in,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,frustration,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,she,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,had,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,to,1
CEC1_E001_S08593_L0212,so then in frustration she had to retreat,#,8,0,0.0,Moderate,retreat,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,so,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,then,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,in,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,frustration,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,she,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,had,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,to,1
CEC1_E001_S08593_L0221,so then in frustration she had to retreat,frustration,8,1,12.5,Moderate,retreat,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,i,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,can't,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,keep,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,my,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,cool,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,and,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,he,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,does,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,rattle,1
CEC1_E001_S08594_L0231,i can't keep my cool and he does rattle me,i can't keep my ,10,4,40.0,Moderate,me,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,there,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,was,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,a,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,white,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,envelope,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,next,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,to,1
CEC1_E001_S08595_L0208,there was a white envelope next to it,there was a white envelope next to it,8,8,100.0,Mild,it,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,the,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,secret,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,is,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,not,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,to,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,get,1
CEC1_E001_S08596_L0215,the secret is not to get involved,i get bowl,7,1,14.285714285714286,Moderate,involved,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,i,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,could,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,swear,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,i,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,see,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,it,1
CEC1_E001_S08600_L0227,i could swear i see it breathing,i could swear,7,3,42.857142857142854,Moderate,breathing,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,i,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,could,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,swear,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,i,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,see,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,it,1
CEC1_E001_S08600_L0241,i could swear i see it breathing,i could swear i,7,4,57.142857142857146,Moderate,breathing,1
CEC1_E001_S08603_L0227,i put my hat on and get up,i put my hat on,8,5,62.5,Moderate,i,1
CEC1_E001_S08603_L0227,i put my hat on and get up,i put my hat on,8,5,62.5,Moderate,put,1
CEC1_E001_S08603_L0227,i put my hat on and get up,i put my hat on,8,5,62.5,Moderate,my,1
CEC1_E001_S08603_L0227,i put my hat on and get up,i put my hat on,8,5,62.5,Moderate,hat,1
CEC1_E001_S08603_L0227,i put my hat on and get up,i put my hat on,8,5,62.5,Moderate,on,1
