signal,prompt,response,n_words,words_correct,correctness,hearing_loss,word,word_count
56f3fb4847d2c90f38e8e983,a street a couple of cars and maybe some trees,,10,0,0.0,Moderate,and,1
56f3fb4847d2c90f38e8e983,a street a couple of cars and maybe some trees,,10,0,0.0,Moderate,maybe,1
56f3fb4847d2c90f38e8e983,a street a couple of cars and maybe some trees,,10,0,0.0,Moderate,some,1
56f3fb4847d2c90f38e8e983,a street a couple of cars and maybe some trees,,10,0,0.0,Moderate,trees,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,in,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,my,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,mind,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,i,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,can,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,see,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,is,1
b2486a8e181f84acd2db4d61,in my mind i can see is fine,,8,0,0.0,Moderate,fine,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,we,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,slaves,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,and,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,we,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,masters,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,flesh,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,out,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,beast,1
4119c3d170a7c478c00ef21d,we slaves and we masters flesh out beast disasters,we have finally done we have not done so please do not stop us,9,2,0.2222222222,Moderate,disasters,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,you,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,are,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,sleeping,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,with,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,a,1
60aa30c1cde48138efe6d172,you are sleeping with a pig,you are sleep with a pig,6,5,0.8333333333,Mild,pig,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,but,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,maybe,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,getting,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,far,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,from,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,the,1
710c8b1d9cc589b5414634bb,but maybe getting far from the dark,but maybe getting far from the dark,7,7,1.0,No Loss,dark,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,cheyenne,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,cheyenne,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,hop,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,on,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,the,1
09449f9926c4222b7b6d0460,cheyenne cheyenne hop on the ponies,i need a fight,6,0,0.0,No Loss,ponies,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,he,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,was,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,mauvish,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,in,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,the,1
6cc97125bb708b1fa5a55e7e,he was mauvish in the shops,you left the track,6,1,0.1666666667,Mild,shops,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,sorry,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,i,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,let,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,you,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,down,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,if,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,i,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,let,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,you,1
785b38c0c7c95596841b774a,sorry i let you down if i let you down,sorry a let us keep sound a let us keep sound,10,3,0.3,No Loss,down,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,when,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,all,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,the,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,lamps,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,are,1
e340f5b527e16b27918bb488,when all the lamps are burning,one hour bye - bye bye - bye,6,0,0.0,Moderate,burning,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,banana,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,run,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,looks,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,like,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,i,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,am,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,pulling,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,a,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,banana,1
505e41e64c89521d538d341e,banana run looks like i am pulling a banana run,banana run looks like i am going two banana run,10,8,0.8,No Loss,run,1
a2bf283251ea0a8fffd405f3,torrentuous weather squirrel next door,,5,0,0.0,Mild,torrentuous,1
a2bf283251ea0a8fffd405f3,torrentuous weather squirrel next door,,5,0,0.0,Mild,weather,1
a2bf283251ea0a8fffd405f3,torrentuous weather squirrel next door,,5,0,0.0,Mild,squirrel,1
a2bf283251ea0a8fffd405f3,torrentuous weather squirrel next door,,5,0,0.0,Mild,next,1
a2bf283251ea0a8fffd405f3,torrentuous weather squirrel next door,,5,0,0.0,Mild,door,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,circle,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,down,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,like,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,the,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,tiniest,1
1e0ac06833c99c0f85c480ae,circle down like the tiniest thing,,6,0,0.0,Mild,thing,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,the,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,smile,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,on,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,their,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,face,1
bdb1b2a6bdea4bcf6d03e11f,the smile on their face bloom,just come away and let it,6,1,0.1666666667,Moderate,bloom,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,it,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,is,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,a,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,pretty,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,crazy,1
eb39f8b0348072e4b3338267,it is a pretty crazy life,it is a pretty crazy life,6,6,1.0,No Loss,life,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,check,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,out,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,the,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,fools,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,donkeys,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,and,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,the,1
36f3de956a05ac554dfbaace,check out the fools donkeys and the mules,yeah i got it jack i am lost though,8,0,0.0,Moderate,mules,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,i,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,pressed,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,the,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,coupons,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,on,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,him,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,and,1
cdde9f619e3283c5f480a301,i pressed the coupons on him and i,i pressed the keyboard on him and i,8,7,0.875,Moderate,i,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,come,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,along,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,with,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,me,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,and,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,all,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,we,1
5894ea05e72409cb1f2a41ee,come along with me and all we know,so we go,8,1,0.125,Moderate,know,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,while,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,its,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,dark,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,as,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,a,1
ab02dcb872c137891a35d24c,while its dark as a dungeon,that is how it goes,6,0,0.0,Mild,dungeon,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,and,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,it,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,is,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,all,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,they,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,will,1
669998815203ecf37ec81702,and it is all they will know,oh,7,0,0.0,Moderate,know,1
492ecbe6f6061b792be3ae77,have belief in your dream,will be,5,0,0.0,Moderate,have,1
492ecbe6f6061b792be3ae77,have belief in your dream,will be,5,0,0.0,Moderate,belief,1
492ecbe6f6061b792be3ae77,have belief in your dream,will be,5,0,0.0,Moderate,in,1
492ecbe6f6061b792be3ae77,have belief in your dream,will be,5,0,0.0,Moderate,your,1
492ecbe6f6061b792be3ae77,have belief in your dream,will be,5,0,0.0,Moderate,dream,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,just,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,moving,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,to,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,the,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,groove,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,until,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,your,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,body,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,melts,1
e314b03655e0536e3ead4a91,just moving to the groove until your body melts away,just move it through the room until you are body melts away,10,7,0.7,Moderate,away,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,i,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,want,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,to,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,feel,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,your,1
7c6e319c17154e7b8c4a2614,i want to feel your love,i want to believe me right,6,3,0.5,Moderate,love,1
b33b32919818c7feadb5c53a,equals makeout six point four,it is a fake house six point four he took me down,5,3,0.6,Mild,equals,1
b33b32919818c7feadb5c53a,equals makeout six point four,it is a fake house six point four he took me down,5,3,0.6,Mild,makeout,1
b33b32919818c7feadb5c53a,equals makeout six point four,it is a fake house six point four he took me down,5,3,0.6,Mild,six,1
b33b32919818c7feadb5c53a,equals makeout six point four,it is a fake house six point four he took me down,5,3,0.6,Mild,point,1
b33b32919818c7feadb5c53a,equals makeout six point four,it is a fake house six point four he took me down,5,3,0.6,Mild,four,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,once,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,you,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,told,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,me,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,i,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,will,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,never,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,leave,1
ce08a369d7b182a301862cdd,once you told me i will never leave you,once you told me i will never leave you,9,9,1.0,No Loss,you,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,i,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,have,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,got,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,a,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,drum,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,machine,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,and,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,can,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,of,1
ac7c3fbbc1df5dcb94c299f2,i have got a drum machine and can of beans,there come the king and the can of beans,10,3,0.3,Mild,beans,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,i,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,am,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,here,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,for,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,a,1
354f49eab17dbf1d2f7cd98d,i am here for a lowlife,i do not get a hold of you all the time,6,2,0.3333333333,Mild,lowlife,1
9e249b3100f2ff343b18abab,everything turned out so good,everything turned out so good,5,5,1.0,Mild,everything,1
9e249b3100f2ff343b18abab,everything turned out so good,everything turned out so good,5,5,1.0,Mild,turned,1
9e249b3100f2ff343b18abab,everything turned out so good,everything turned out so good,5,5,1.0,Mild,out,1
9e249b3100f2ff343b18abab,everything turned out so good,everything turned out so good,5,5,1.0,Mild,so,1
9e249b3100f2ff343b18abab,everything turned out so good,everything turned out so good,5,5,1.0,Mild,good,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,one,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,day,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,i,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,went,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,down,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,that,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,railroad,1
e2b1c504215b39ac2206f967,one day i went down that railroad ?,one day i went down that railroad bend,8,7,0.875,No Loss,?,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,do,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,you,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,ever,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,feel,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,like,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,you,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,want,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,to,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,be,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,someone,1
debc7a0caf0efbaf2dfa904f,do you ever feel like you want to be someone else,,11,0,0.0,Moderate,else,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,it,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,hurts,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,so,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,bad,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,it,1
6926839e1e229febe72e78dc,it hurts so bad it hurts,,6,0,0.0,Moderate,hurts,1
3542753cb386c33362bf16f0,you cannot rest you bones,oh god,5,0,0.0,Mild,you,1
3542753cb386c33362bf16f0,you cannot rest you bones,oh god,5,0,0.0,Mild,cannot,1
3542753cb386c33362bf16f0,you cannot rest you bones,oh god,5,0,0.0,Mild,rest,1
3542753cb386c33362bf16f0,you cannot rest you bones,oh god,5,0,0.0,Mild,you,1
3542753cb386c33362bf16f0,you cannot rest you bones,oh god,5,0,0.0,Mild,bones,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,i,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,see,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,people,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,with,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,a,1
ddf55e8879739a95551842a2,i see people with a hunger,i change the way,6,1,0.1666666667,Moderate,hunger,1
